# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 5.425247669219970703e+00 1.091269921875000000e+04 2.035533142089843750e+02 2.866233444365207106e-06 2.561039062500000000e+03 5.425248146057128906e+00 1.091269921875000000e+04 2.035533142089843750e+02 2.866233444365207106e-06 2.561039062500000000e+03 9.999947608673239730e-01
1.100000000000000000e+04 5.424787044525146484e+00 4.945624511718750000e+03 2.035536346435546875e+02 4.137190590114414590e-10 2.561038818359375000e+03 5.424787998199462891e+00 4.945624511718750000e+03 2.035536346435546875e+02 4.137190590114414590e-10 2.561038818359375000e+03 9.999943693766532027e-01
1.200000000000000000e+04 5.424338340759277344e+00 1.683443237304687500e+03 2.035542602539062500e+02 7.517542144341859967e-12 2.561038085937500000e+03 5.424338340759277344e+00 1.683443237304687500e+03 2.035542602539062500e+02 7.517542144341859967e-12 2.561038085937500000e+03 9.999940334407608766e-01
1.300000000000000000e+04 5.423905372619628906e+00 3.510614318847656250e+02 2.035545043945312500e+02 4.869582070909928007e-08 2.561037841796875000e+03 5.423905849456787109e+00 3.510614318847656250e+02 2.035545043945312500e+02 4.869582070909928007e-08 2.561037841796875000e+03 9.999937777989236221e-01
1.400000000000000000e+04 5.423527717590332031e+00 3.049690055847167969e+01 2.035545806884765625e+02 7.329863382921075754e-09 2.561037841796875000e+03 5.423527240753173828e+00 3.049690055847167969e+01 2.035545806884765625e+02 7.329863382921075754e-09 2.561037841796875000e+03 9.999936262699731238e-01
1.500000000000000000e+04 5.423245429992675781e+00 5.596654415130615234e-01 2.035559234619140625e+02 9.745593221310855370e-12 2.561036376953125000e+03 5.423246383666992188e+00 5.596654415130615234e-01 2.035559234619140625e+02 9.745593221310855370e-12 2.561036376953125000e+03 9.999935715229408828e-01
1.600000000000000000e+04 5.422953605651855469e+00 7.081627845764160156e-04 2.035554656982421875e+02 2.863168049316300312e-07 2.561036865234375000e+03 5.422952651977539062e+00 7.081627845764160156e-04 2.035554656982421875e+02 2.863168049316300312e-07 2.561036865234375000e+03 9.999935632541405717e-01
1.700000000000000000e+04 5.422692298889160156e+00 1.253187656402587891e-05 2.035558929443359375e+02 2.612332572482500836e-11 2.561036621093750000e+03 5.422691822052001953e+00 1.253187656402587891e-05 2.035558929443359375e+02 2.612332572482500836e-11 2.561036621093750000e+03 9.999935629849147078e-01
1.800000000000000000e+04 5.422410964965820312e+00 4.306435585021972656e-06 2.035555114746093750e+02 5.528932867093772074e-11 2.561036865234375000e+03 5.422410964965820312e+00 4.306435585021972656e-06 2.035555114746093750e+02 5.528932867093772074e-11 2.561036865234375000e+03 9.999935629681518945e-01
1.900000000000000000e+04 5.422184467315673828e+00 1.642853021621704102e-06 2.035571746826171875e+02 1.116519712240915396e-07 2.561035156250000000e+03 5.422185420989990234e+00 1.642853021621704102e-06 2.035571746826171875e+02 1.116519712240915396e-07 2.561035156250000000e+03 9.999935629618548205e-01
2.000000000000000000e+04 5.421857357025146484e+00 6.295740604400634766e-07 2.035550231933593750e+02 2.243286001402111651e-09 2.561037597656250000e+03 5.421857357025146484e+00 6.295740604400634766e-07 2.035550231933593750e+02 2.243286001402111651e-09 2.561037597656250000e+03 9.999935629538224680e-01
