# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.801800727844238281e-01 1.368295680731534958e-02 0.000000000000000000e+00 1.000000000000000000e+00 1.849581599235534668e-01 1.267659291625022888e-02 0.000000000000000000e+00 1.000000000000000000e+00 1.133698701858520508e+00
1.000000000000000000e+03 7.546326611191034317e-03 6.405076943337917328e-03 1.161373930358422513e-08 2.578985295258462429e-04 8.455364964902400970e-03 6.425189785659313202e-03 1.161373930358422513e-08 2.578985295258462429e-04 7.474162578582763672e-01
2.000000000000000000e+03 4.239013418555259705e-03 3.999813925474882126e-03 1.459403279113757890e-06 9.744735143613070250e-05 4.392832517623901367e-03 4.204271361231803894e-03 1.459403279113757890e-06 9.744735143613070250e-05 5.440146327018737793e-01
3.000000000000000000e+03 2.227263990789651871e-03 2.865604590624570847e-03 1.572529413351730909e-06 4.288238415028899908e-05 2.354757860302925110e-03 2.815262880176305771e-03 1.572529413351730909e-06 4.288238415028899908e-05 3.958610594272613525e-01
4.000000000000000000e+03 9.291633032262325287e-04 1.537833712063729763e-03 7.060551752147148363e-07 1.643016366870142519e-05 9.819358820095658302e-04 1.390260877087712288e-03 7.060551752147148363e-07 1.643016366870142519e-05 2.482538670301437378e-01
5.000000000000000000e+03 1.854956062743440270e-04 2.296129241585731506e-04 6.150585818431864027e-08 2.363362000323832035e-06 2.057722158497199416e-04 1.781854807632043958e-04 6.150585818431864027e-08 2.363362000323832035e-06 9.048984944820404053e-02
6.000000000000000000e+03 4.975849878974258900e-05 4.782127871294505894e-05 1.463947629787298865e-08 2.055829213531978894e-07 4.903434819425456226e-05 3.560910408850759268e-05 1.463947629787298865e-08 2.055829213531978894e-07 2.806510031223297119e-02
7.000000000000000000e+03 2.253539605590049177e-05 2.339858838240616024e-05 9.273450451985354448e-09 3.911226542641088599e-08 2.046826375590171665e-05 2.172346285078674555e-05 9.273450451985354448e-09 3.911226542641088599e-08 1.148798037320375443e-02
8.000000000000000000e+03 1.305854857491794974e-05 1.941362461366225034e-05 1.802960447605528316e-08 1.880812874333059881e-07 1.216575128637487069e-05 1.900332972581963986e-05 1.802960447605528316e-08 1.880812874333059881e-07 7.779605221003293991e-03
9.000000000000000000e+03 3.948785888496786356e-05 3.273190304753370583e-05 4.838262611883692443e-06 9.085854344448307529e-07 3.770205512410029769e-05 3.364883741596713662e-05 4.838262611883692443e-06 9.085854344448307529e-07 9.746957570314407349e-03
1.000000000000000000e+04 8.185855222109239548e-06 1.262850855709984899e-05 4.623842357887042454e-07 7.781864042044617236e-07 7.226467005239101127e-06 1.298124698223546147e-05 4.623842357887042454e-07 7.781864042044617236e-07 5.612073466181755066e-03
1.100000000000000000e+04 3.791818926401901990e-06 9.172120371658820659e-06 1.022109064052756366e-09 2.429803913628347800e-09 3.524494786688592285e-06 1.011362382996594533e-05 1.022109064052756366e-09 2.429803913628347800e-09 3.150133183225989342e-03
1.200000000000000000e+04 2.659451183717465028e-06 7.485609785362612456e-06 1.017113060441943162e-09 1.750791511767602060e-09 2.578663725216756575e-06 8.463182894047349691e-06 1.017113060441943162e-09 1.750791511767602060e-09 2.525230403989553452e-03
1.300000000000000000e+04 2.443682387820445001e-05 1.747576061461586505e-05 5.513586074812337756e-06 1.002956651063868776e-06 2.530038182158023119e-05 1.728481220197863877e-05 5.513586074812337756e-06 1.002956651063868776e-06 7.089398801326751709e-03
1.400000000000000000e+04 1.520727892057038844e-06 5.019313903176225722e-06 7.875101681875662507e-10 4.352074256530613638e-10 1.673634073995344806e-06 5.965924174233805388e-06 7.875101681875662507e-10 4.352074256530613638e-10 1.761366613209247589e-03
1.500000000000000000e+04 2.296041202498599887e-05 2.378475073783192784e-05 4.741373231809120625e-06 9.577001947036478668e-06 2.215261520177591592e-05 2.401825440756510943e-05 4.741373231809120625e-06 9.577001947036478668e-06 5.717108957469463348e-03
1.600000000000000000e+04 6.253206720430171117e-06 1.302109194512013346e-05 1.006332126962661278e-06 3.604056928452337161e-07 6.711113201163243502e-06 1.403183250658912584e-05 1.006332126962661278e-06 3.604056928452337161e-07 4.708246327936649323e-03
1.700000000000000000e+04 1.553669972054194659e-05 1.168708331533707678e-05 4.658062152884667739e-06 1.529326709714950994e-07 1.691871329967398196e-05 1.173386135633336380e-05 4.658062152884667739e-06 1.529326709714950994e-07 5.708880256861448288e-03
1.800000000000000000e+04 2.138946683771791868e-06 7.559747700724983588e-06 6.635205096472418518e-08 9.609057087800465524e-07 2.117251597155700438e-06 8.073485332715790719e-06 6.635205096472418518e-08 9.609057087800465524e-07 2.476423047482967377e-03
1.900000000000000000e+04 6.412473740056157112e-04 1.253885449841618538e-03 1.405720831826329231e-04 8.253830310422927141e-05 6.301276152953505516e-04 1.262068399228155613e-03 1.405720831826329231e-04 8.253830310422927141e-05 3.937077149748802185e-02
2.000000000000000000e+04 7.927110914351942483e-07 1.225307300956046674e-06 6.237232952344129444e-11 5.320863749602722237e-10 1.065973719960311428e-06 1.567634285493113566e-06 6.237232952344129444e-11 5.320863749602722237e-10 8.017513318918645382e-04
